index;Ano;Trimestre;Categoria;Tipo;CNPJ IF;Instituição financeira;Índice;Quantidade de reclamações reguladas procedentes;Quantidade de reclamações reguladas - outras;Quantidade de reclamações não reguladas;Quantidade total de reclamações;Quantidade total de clientes  CCS e SCR;Quantidade de clientes  CCS;Quantidade de clientes  SCR;Unnamed: 14
1;2021;2º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);59,49;68;205;84;357;1142941;868256;756080;
2;2021;2º;Demais bancos e financeiras;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;4;1;7;433738;130;433608;
3;2021;2º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;1;3;15074;6675;11288;
4;2021;2º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado); ;19;32;16;67;416540;268174;149521;
5;2021;2º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado); ;0;2;3;5;4320;4320;44;
6;2021;2º;Demais bancos e financeiras;Banco/financeira;03532415;BANCO ABN AMRO S.A.; ;0;0;1;1;76;54;23;
7;2021;2º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.; ;6;3;2;11;19525;11177;8411;
8;2021;2º;Demais bancos e financeiras;Banco/financeira;15173776;BANCO CAPITAL S.A.; ;0;1;0;1;1354;1312;124;
9;2021;2º;Demais bancos e financeiras;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;0;0;1;1;27828;1237;26867;
10;2021;2º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;26,30;192;93;73;358;7297674; ;7297674;
11;2021;2º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;2;6;12;20;548402;468836;194802;
12;2021;2º;Demais bancos e financeiras;Banco/financeira;05040481;BANCO DE LAGE LANDEN BRASIL S.A.; ;0;0;1;1;36294;3;36292;
13;2021;2º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;212,14;79;23;26;128;372393;238155;195709;
14;2021;2º;Demais bancos e financeiras;Banco/financeira;27098060;BANCO DIGIO S.A.;18,73;30;64;41;135;1601177;827359;1355127;
15;2021;2º;Demais bancos e financeiras;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;18;20;14;52;1074923;837994;605860;
16;2021;2º;Demais bancos e financeiras;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.;33,77;30;23;15;68;888326;764874;396722;
17;2021;2º;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;27;23;30;80;8679633;8095479;3223472;
18;2021;2º;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.; ;0;2;3;5;163669;4032;160187;
19;2021;2º;Demais bancos e financeiras;Banco/financeira;62237425;BANCO FIDIS S/A; ;0;2;0;2;5972;183;5807;
20;2021;2º;Demais bancos e financeiras;Banco/financeira;90731688;BANCO FORD S.A.; ;0;1;1;2;341;147;205;
21;2021;2º;Demais bancos e financeiras;Banco/financeira;04866275;BANCO INBURSA S.A.; ;3;1;3;7;12478;11;12467;
22;2021;2º;Demais bancos e financeiras;Banco/financeira;91884981;BANCO JOHN DEERE S.A.; ;1;1;0;2;14199;254;14008;
23;2021;2º;Demais bancos e financeiras;Banco/financeira;59118133;BANCO LUSO BRASILEIRO S.A.; ;1;0;0;1;9668;4682;5351;
24;2021;2º;Demais bancos e financeiras;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;0;2;0;2;44303;41822;2504;
25;2021;2º;Demais bancos e financeiras;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;0;0;2;2;27172;7769;19666;
26;2021;2º;Demais bancos e financeiras;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;3;4;2;9;282882;3185;279988;
27;2021;2º;Demais bancos e financeiras;Banco/financeira;11970623;BANCO SENFF S.A.; ;4;12;4;20;89047;15993;73551;
28;2021;2º;Demais bancos e financeiras;Conglomerado; ;BANCO SICOOB (conglomerado); ;8;11;11;30;4794630;2308218;3042206;
29;2021;2º;Demais bancos e financeiras;Banco/financeira;60518222;BANCO SUMITOMO MITSUI BRASILEIRO S.A.; ;0;0;1;1;1063;1023;126;
30;2021;2º;Demais bancos e financeiras;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;6;3;1;10;36623;15733;22906;
31;2021;2º;Demais bancos e financeiras;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;4;1;8;13;159896;15262;145562;
32;2021;2º;Demais bancos e financeiras;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;15;3;10;28;1995911;293864;1829315;
33;2021;2º;Demais bancos e financeiras;Conglomerado; ;BANESTES (conglomerado); ;27;18;21;66;1333666;1283821;475598;
34;2021;2º;Demais bancos e financeiras;Conglomerado; ;BANRISUL (conglomerado);37,20;188;365;107;660;5052830;3715613;3951732;
35;2021;2º;Demais bancos e financeiras;Conglomerado; ;BARIGUI (conglomerado); ;16;14;12;42;99110;71651;34901;
36;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;BB (conglomerado);21,09;1456;1880;1846;5182;69010996;64888224;30699885;
37;2021;2º;Demais bancos e financeiras;Banco/financeira;20443996;BECKER FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;119246;8;119241;
38;2021;2º;Demais bancos e financeiras;Conglomerado; ;BMG (conglomerado);101,86;795;669;264;1728;7804650;4171643;5102142;
39;2021;2º;Demais bancos e financeiras;Conglomerado; ;BMW (conglomerado); ;0;0;2;2;27683;25442;21342;
40;2021;2º;Demais bancos e financeiras;Conglomerado; ;BNP PARIBAS (conglomerado);192,10;456;268;94;818;2373655;11796;2362365;
41;2021;2º;Demais bancos e financeiras;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;1;0;1;4484;4477;103;
42;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;BRADESCO (conglomerado);25,33;2515;4076;3048;9639;99260817;90494990;43726399;
43;2021;2º;Demais bancos e financeiras;Conglomerado; ;BRB (conglomerado);103,70;182;257;363;802;1754926;1641288;824217;
44;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);103,44;1301;1352;977;3630;12576773;6775722;7288816;
45;2021;2º;Demais bancos e financeiras;Conglomerado; ;C6 BANK (conglomerado);433,76;3672;1335;763;5770;8465478;7373617;2346096;
46;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);32,13;4681;5868;5457;16006;145684233;144161902;23113938;
47;2021;2º;Demais bancos e financeiras;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;3;5;10;75187;69362;11217;
48;2021;2º;Demais bancos e financeiras;Conglomerado; ;CCB (conglomerado); ;7;111;11;129;216849;3711;213723;
49;2021;2º;Demais bancos e financeiras;Conglomerado; ;CITIBANK (conglomerado); ;0;2;1;3;17853;16946;1807;
50;2021;2º;Demais bancos e financeiras;Conglomerado; ;COLOMBO (conglomerado); ;0;2;0;2;339230;29;339215;
51;2021;2º;Demais bancos e financeiras;Conglomerado; ;CREFISA (conglomerado);24,89;61;258;35;354;2450772;1373583;1571876;
52;2021;2º;Demais bancos e financeiras;Conglomerado; ;DAYCOVAL (conglomerado);777,01;1004;530;122;1656;1292129;150778;1171932;
53;2021;2º;Demais bancos e financeiras;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;555,73;89;269;19;377;160147;667;159483;
54;2021;2º;Demais bancos e financeiras;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;0;2;3;5554; ;5554;
55;2021;2º;Demais bancos e financeiras;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;4;6;85499;1689;83865;
56;2021;2º;Demais bancos e financeiras;Conglomerado; ;GAZIN (conglomerado); ;0;0;1;1;35777;292;35512;
57;2021;2º;Demais bancos e financeiras;Conglomerado; ;GENIAL (conglomerado); ;16;4;3;23;106974;106969;39;
58;2021;2º;Demais bancos e financeiras;Conglomerado; ;GM (conglomerado); ;8;19;14;41;297112;470;296722;
59;2021;2º;Demais bancos e financeiras;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);155,90;132;170;75;377;846668;841035;16924;
60;2021;2º;Demais bancos e financeiras;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1;3;3;7;445945;574;445387;
61;2021;2º;Demais bancos e financeiras;Conglomerado; ;HERVAL - HS (conglomerado); ;5;3;5;13;219304;21827;201401;
62;2021;2º;Demais bancos e financeiras;Conglomerado; ;HONDA (conglomerado); ;6;5;9;20;436893;97;436869;
63;2021;2º;Demais bancos e financeiras;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;13;12;4;29;64088;4461;60409;
64;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;INTER (conglomerado);66,79;766;652;368;1786;11467628;11343042;1758019;
65;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;ITAU (conglomerado);17,59;1508;3312;1707;6527;85710724;67286470;49517795;
66;2021;2º;Demais bancos e financeiras;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;2;4;8;14;51049; ;51049;
67;2021;2º;Demais bancos e financeiras;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;0;0;2;248335;4;248331;
68;2021;2º;Demais bancos e financeiras;Conglomerado; ;LECCA (conglomerado); ;2;0;1;3;26488;382;26107;
69;2021;2º;Demais bancos e financeiras;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;0;4;7;565126; ;565126;
70;2021;2º;Demais bancos e financeiras;Conglomerado; ;MASTER (conglomerado);811,55;80;69;19;168;98576;4627;94106;
71;2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCADO CRÉDITO (conglomerado); ;0;0;1;1;24423; ;24423;
72;2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);136,69;506;120;89;715;3701652;3094835;1793853;
73;2021;2º;Demais bancos e financeiras;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;0;6;6;20275;298;20052;
74;2021;2º;Top 10 - Bancos e Financeiras;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;2,45;26;78;57;161;10604729;15784;10597182;
75;2021;2º;Demais bancos e financeiras;Conglomerado; ;MODAL (conglomerado); ;6;37;24;67;1153324;1153187;26671;
76;2021;2º;Demais bancos e financeiras;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;2;1;3;427479;675;426804;
77;2021;2º;Demais bancos e financeiras;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;13;51;0;64;94773;3107;92103;
78;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;NUBANK (conglomerado); 0 ;0;12;13;25;17916854;16551605;2682699;
79;2021;2º;Demais bancos e financeiras;Conglomerado; ;OMNI (conglomerado); ;21;60;58;139;4908486;146058;4773941;
80;2021;2º;Demais bancos e financeiras;Conglomerado; ;ORIGINAL (conglomerado);67,64;320;350;286;956;4730387;4021930;1350520;
81;2021;2º;Demais bancos e financeiras;Conglomerado; ;PAGBANK-PAGSEGURO (conglomerado); ;7;6;0;13;3013459;3008456;5432;
82;2021;2º;Demais bancos e financeiras;Conglomerado; ;PARANÁ BANCO (conglomerado);181,00;88;252;46;386;486166;9815;476614;
83;2021;2º;Demais bancos e financeiras;Banco/financeira;03311443;PARATI - CREDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;28;9;2;39;1616; ;1616;
84;2021;2º;Demais bancos e financeiras;Banco/financeira;43180355;PEFISA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO;17,46;115;50;27;192;6583040;6167980;2911088;
85;2021;2º;Demais bancos e financeiras;Conglomerado; ;PINE (conglomerado); ;0;0;2;2;13502;10883;3284;
86;2021;2º;Demais bancos e financeiras;Conglomerado; ;PORTO SEGURO (conglomerado);20,57;59;96;49;204;2867211; ;2867211;
87;2021;2º;Demais bancos e financeiras;Banco/financeira;01800019;PORTOCRED S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;29;39;17;85;226210;3382;222831;
88;2021;2º;Demais bancos e financeiras;Banco/financeira;27351731;REALIZE CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;26;49;28;103;4814788;48;4814765;
89;2021;2º;Demais bancos e financeiras;Conglomerado; ;RENDIMENTO (conglomerado); ;3;13;0;16;25046;21084;6538;
90;2021;2º;Demais bancos e financeiras;Conglomerado; ;RODOBENS (conglomerado); ;1;1;3;5;14012;1661;12750;
91;2021;2º;Demais bancos e financeiras;Conglomerado; ;SAFRA (conglomerado);188,09;639;832;436;1907;3397199;1684220;1967050;
92;2021;2º;Demais bancos e financeiras;Banco/financeira;05503849;SANTANA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;2;2;4;29406;1253;28155;
93;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;SANTANDER (conglomerado);28,88;1514;3182;2032;6728;52415407;43972399;26478061;
94;2021;2º;Demais bancos e financeiras;Conglomerado; ;SICREDI (conglomerado); ;0;0;4;4;5841394;5821054;180304;
95;2021;2º;Demais bancos e financeiras;Conglomerado; ;SIMPALA (conglomerado); ;1;0;0;1;2271;20;2251;
96;2021;2º;Demais bancos e financeiras;Conglomerado; ;SINOSSERRA (conglomerado); ;1;0;0;1;9729;99;9636;
97;2021;2º;Demais bancos e financeiras;Conglomerado; ;SOCIETE GENERALE (conglomerado); ;0;1;0;1;670;552;161;
98;2021;2º;Demais bancos e financeiras;Banco/financeira;03881423;SOCINAL S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;5;9;15;1992;467;1525;
99;2021;2º;Demais bancos e financeiras;Conglomerado; ;SOFISA (conglomerado);119,21;41;9;20;70;343924;334626;16236;
100;2021;2º;Demais bancos e financeiras;Conglomerado; ;SOROCRED (conglomerado); ;7;28;23;58;602379;1090;601342;
101;2021;2º;Demais bancos e financeiras;Banco/financeira;05192316;VIA CERTA FINANCIADORA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTOS; ;1;3;2;6;407511;1010;406505;
102;2021;2º;Demais bancos e financeiras;Conglomerado; ;VOITER (conglomerado); ;0;3;1;4;5810;5261;840;
103;2021;2º;Demais bancos e financeiras;Conglomerado; ;VOLKSWAGEN (conglomerado);95,31;35;22;55;112;367195;945;366420;
104;2021;2º;Demais bancos e financeiras;Conglomerado; ;VOLVO (conglomerado); ;0;0;2;2;7220;92;7169;
105;2021;2º;Top 10 - Bancos e Financeiras;Conglomerado; ;VOTORANTIM (conglomerado);4,64;78;394;277;749;16774345;13340345;4830730;
106;2021;2º;Demais bancos e financeiras;Conglomerado; ;VR (conglomerado); ;1;0;0;1;70;53;18;
107;2021;2º;Demais bancos e financeiras;Conglomerado; ;WESTERN UNION (conglomerado); ;1;3;0;4;1;1; ;
108;2021;2º;Demais bancos e financeiras;Banco/financeira;23862762;WILL FINANCEIRA S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO;26,70;46;9;16;71;1722341;1721730;406890;
109;2021;2º;Demais bancos e financeiras;Conglomerado; ;XP (conglomerado); ;11;2;8;21; ; ; ;
110;2021;2º;Demais bancos e financeiras;Conglomerado; ;YAMAHA MOTOR (conglomerado); ;4;4;7;15;204014;77;203946;
0;2021;3º;Demais bancos e financeiras;Conglomerado; ;ABC-BRASIL (conglomerado); ;1;2;1;4;29707;28217;4009;
1;2021;3º;Demais bancos e financeiras;Conglomerado; ;AGIBANK (conglomerado);82,54;109;296;107;512;1320447;999951;873341;
2;2021;3º;Demais bancos e financeiras;Banco/financeira;36321990;AGORACRED S/A SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;3;1;2;6;453405;130;453275;
3;2021;3º;Demais bancos e financeiras;Banco/financeira;27214112;AL5 S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;4;0;6;10;18217;9981;11683;
4;2021;3º;Demais bancos e financeiras;Conglomerado; ;ALFA (conglomerado); ;13;61;11;85;420486;268221;153423;
5;2021;3º;Demais bancos e financeiras;Conglomerado; ;ANDBANK (conglomerado); ;0;3;3;6;4369;4369;48;
6;2021;3º;Demais bancos e financeiras;Banco/financeira;03532415;BANCO ABN AMRO S.A.; ;0;0;1;1;41;41;1;
7;2021;3º;Demais bancos e financeiras;Banco/financeira;54403563;BANCO ARBI S.A.; ;1;9;1;11;28673;20319;8520;
8;2021;3º;Demais bancos e financeiras;Banco/financeira;33132044;BANCO CEDULA S.A.; ;0;1;0;1;18022;2815;15434;
9;2021;3º;Demais bancos e financeiras;Banco/financeira;02992446;BANCO CNH INDUSTRIAL CAPITAL S.A.; ;0;0;1;1;28309;1234;27347;
10;2021;3º;Demais bancos e financeiras;Banco/financeira;08357240;BANCO CSF S.A.;14,94;111;89;59;259;7425297; ;7425297;
11;2021;3º;Demais bancos e financeiras;Banco/financeira;04902979;BANCO DA AMAZONIA S.A.; ;2;4;8;14;551874;473802;194373;
12;2021;3º;Demais bancos e financeiras;Banco/financeira;10690848;BANCO DA CHINA BRASIL S.A.; ;1;0;0;1;481;457;39;
13;2021;3º;Demais bancos e financeiras;Banco/financeira;33042151;BANCO DE LA NACION ARGENTINA; ;0;1;0;1;256;244;21;
14;2021;3º;Demais bancos e financeiras;Banco/financeira;92874270;BANCO DIGIMAIS S.A.;258,94;102;28;34;164;393906;266246;192853;
15;2021;3º;Demais bancos e financeiras;Banco/financeira;27098060;BANCO DIGIO S.A.;31,05;58;108;71;237;1867547;1096662;1553737;
16;2021;3º;Demais bancos e financeiras;Banco/financeira;13009717;BANCO DO ESTADO DE SERGIPE S.A.; ;10;23;17;50;1082245;831407;621508;
17;2021;3º;Demais bancos e financeiras;Banco/financeira;04913711;BANCO DO ESTADO DO PARÁ S.A.;42,87;39;23;23;85;909670;786497;405982;
18;2021;3º;Demais bancos e financeiras;Banco/financeira;07237373;BANCO DO NORDESTE DO BRASIL S.A.; ;13;23;37;73;8844660;8261233;3268835;
19;2021;3º;Demais bancos e financeiras;Banco/financeira;58616418;BANCO FIBRA S.A.; ;0;0;1;1;163670;4092;160152;
20;2021;3º;Demais bancos e financeiras;Banco/financeira;62237425;BANCO FIDIS S/A; ;0;7;4;11;4661;147;4533;
21;2021;3º;Demais bancos e financeiras;Banco/financeira;53518684;BANCO HSBC S.A.; ;0;0;2;2;3087;3074;58;
22;2021;3º;Demais bancos e financeiras;Banco/financeira;04866275;BANCO INBURSA S.A.; ;5;5;5;15;14726;9;14717;
23;2021;3º;Demais bancos e financeiras;Banco/financeira;78632767;BANCO OURINVEST S.A.; ;5;2;0;7;50060;47319;2771;
24;2021;3º;Demais bancos e financeiras;Banco/financeira;61820817;BANCO PAULISTA S.A.; ;1;0;2;3;28238;7793;20692;
25;2021;3º;Demais bancos e financeiras;Banco/financeira;00795423;BANCO SEMEAR S.A.; ;2;2;0;4;270979;3638;267795;
26;2021;3º;Demais bancos e financeiras;Banco/financeira;11970623;BANCO SENFF S.A.; ;1;4;1;6;109166;40042;70102;
27;2021;3º;Demais bancos e financeiras;Conglomerado; ;BANCO SICOOB (conglomerado); ;21;26;6;53;5047970;2390217;3240987;
28;2021;3º;Demais bancos e financeiras;Banco/financeira;07679404;BANCO TOPÁZIO S.A.; ;4;5;2;11;43686;15291;30304;
29;2021;3º;Demais bancos e financeiras;Banco/financeira;03215790;BANCO TOYOTA DO BRASIL S.A.; ;1;4;3;8;155981;15264;141643;
30;2021;3º;Demais bancos e financeiras;Banco/financeira;17351180;BANCO TRIANGULO S.A.; ;10;15;6;31;2025332;439855;1847196;
31;2021;3º;Demais bancos e financeiras;Conglomerado; ;BANESTES (conglomerado); ;17;35;21;73;1345235;1295217;477798;
32;2021;3º;Demais bancos e financeiras;Conglomerado; ;BANRISUL (conglomerado);37,68;190;550;115;855;5041288;3714546;3937433;
33;2021;3º;Demais bancos e financeiras;Conglomerado; ;BARIGUI (conglomerado); ;19;32;21;72;172348;144592;45355;
34;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;BB (conglomerado);16,79;1180;2361;2288;5829;70259170;65432728;31696455;
35;2021;3º;Demais bancos e financeiras;Banco/financeira;45283173;BBVA BRASIL BANCO DE INVESTIMENTO S.A.; ;0;0;1;1;0;0;0;
36;2021;3º;Demais bancos e financeiras;Banco/financeira;11285104;BIORC FINANCEIRA - CRÉDITO, FINANCIAMENTO E INVESTIMENTO S.A.; ;0;0;1;1;18321;251;18070;
37;2021;3º;Demais bancos e financeiras;Conglomerado; ;BMG (conglomerado);106,63;868;1268;262;2398;8140173;4751592;5008921;
38;2021;3º;Demais bancos e financeiras;Conglomerado; ;BMW (conglomerado); ;0;0;1;1;28019;25950;21412;
39;2021;3º;Demais bancos e financeiras;Conglomerado; ;BNP PARIBAS (conglomerado);125,22;286;493;117;896;2283925;11993;2272412;
40;2021;3º;Demais bancos e financeiras;Conglomerado; ;BOFA MERRILL LYNCH (conglomerado); ;0;1;1;2;4782;4777;107;
41;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;BRADESCO (conglomerado);36,03;3613;4188;2892;10693;100264792;91440415;43363537;
42;2021;3º;Demais bancos e financeiras;Conglomerado; ;BRB (conglomerado);50,95;148;197;351;696;2904792;2790333;1380307;
43;2021;3º;Demais bancos e financeiras;Banco/financeira;12865507;BRK S.A. CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;0;0;1;1;6482;715;5970;
44;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;BTG PACTUAL/BANCO PAN (conglomerado);65,83;1004;1372;685;3061;15250442;9574292;7935699;
45;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;C6 BANK (conglomerado);149,45;1651;1425;749;3825;11046743;9885015;3341379;
46;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;CAIXA ECONÔMICA FEDERAL (conglomerado);22,36;3264;4303;4305;11872;145914729;144407266;23490184;
47;2021;3º;Demais bancos e financeiras;Banco/financeira;09313766;CARUANA S.A. - SOCIEDADE DE CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;2;2;3;7;76719;70930;16272;
48;2021;3º;Demais bancos e financeiras;Conglomerado; ;CCB (conglomerado); ;24;122;14;160;205490;3702;202355;
49;2021;3º;Demais bancos e financeiras;Conglomerado; ;CITIBANK (conglomerado); ;1;5;6;12;18294;17394;1809;
50;2021;3º;Demais bancos e financeiras;Conglomerado; ;COLOMBO (conglomerado); ;2;4;0;6;345089;30;345072;
51;2021;3º;Demais bancos e financeiras;Conglomerado; ;CREFISA (conglomerado);24,02;64;133;57;254;2663580;1577219;1594966;
52;2021;3º;Demais bancos e financeiras;Conglomerado; ;DAYCOVAL (conglomerado);255,32;332;552;63;947;1300297;160302;1173219;
53;2021;3º;Demais bancos e financeiras;Banco/financeira;15581638;FACTA FINANCEIRA S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO;458,43;131;272;25;428;285752;681;285077;
54;2021;3º;Demais bancos e financeiras;Conglomerado; ;FATOR (conglomerado); ;0;0;1;1;13744;13740;19;
55;2021;3º;Demais bancos e financeiras;Banco/financeira;36583700;FC FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;1;0;2;11153; ;11153;
56;2021;3º;Demais bancos e financeiras;Banco/financeira;00411939;FINAMAX S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;1;4;5;85526;1653;83930;
57;2021;3º;Demais bancos e financeiras;Conglomerado; ;GENIAL (conglomerado); ;10;3;1;14;208540;208535;44;
58;2021;3º;Demais bancos e financeiras;Conglomerado; ;GM (conglomerado); ;1;10;9;20;274480;483;274083;
59;2021;3º;Demais bancos e financeiras;Conglomerado; ;GRUPO BONSUCESSO - BS2 (conglomerado);95,86;86;136;55;277;897134;892175;16308;
60;2021;3º;Demais bancos e financeiras;Conglomerado; ;GRUPO ZEMA (conglomerado); ;1;4;4;9;461496;577;460937;
61;2021;3º;Demais bancos e financeiras;Conglomerado; ;HERVAL - HS (conglomerado); ;10;1;3;14;219957;22813;202041;
62;2021;3º;Demais bancos e financeiras;Conglomerado; ;HONDA (conglomerado); ;5;7;7;19;428225;106;428199;
63;2021;3º;Demais bancos e financeiras;Banco/financeira;17453575;ICBC DO BRASIL BANCO MÚLTIPLO S.A.; ;0;1;0;1;187;175;24;
64;2021;3º;Demais bancos e financeiras;Conglomerado; ;INDUSTRIAL DO BRASIL (conglomerado); ;10;18;4;32;63911;4519;60187;
65;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;INTER (conglomerado);55,99;746;732;298;1776;13323223;13217210;1954815;
66;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;ITAU (conglomerado);15,05;1318;3194;2338;6850;87568455;68959837;50906457;
67;2021;3º;Demais bancos e financeiras;Banco/financeira;04230630;JBCRED S.A. SOCIEDADE DE CREDITO, FINANCIAMENTO E INVESTIMENTO; ;0;6;1;7;52001; ;52001;
68;2021;3º;Demais bancos e financeiras;Banco/financeira;11271860;LEBES FINANCEIRA S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;1;2;0;3;249991;4;249987;
69;2021;3º;Demais bancos e financeiras;Conglomerado; ;LECCA (conglomerado); ;3;4;2;9;27668;330;27340;
70;2021;3º;Demais bancos e financeiras;Banco/financeira;07747410;M PAGAMENTOS S.A. - CRÉDITO FINANCIAMENTO E INVESTIMENTO; ;3;6;5;14;626141; ;626141;
71;2021;3º;Demais bancos e financeiras;Conglomerado; ;MASTER (conglomerado);2.055,01;223;77;17;317;108515;5657;103039;
72;2021;3º;Demais bancos e financeiras;Conglomerado; ;MERCADO CRÉDITO (conglomerado); ;0;0;1;1;47984; ;47984;
73;2021;3º;Demais bancos e financeiras;Conglomerado; ;MERCANTIL DO BRASIL (conglomerado);122,14;467;228;106;801;3823232;3235072;1856560;
74;2021;3º;Demais bancos e financeiras;Conglomerado; ;MERCEDES-BENZ (conglomerado); ;0;1;1;2;20203;341;19944;
75;2021;3º;Demais bancos e financeiras;Banco/financeira;09464032;MIDWAY S.A. - CRÉDITO, FINANCIAMENTO E INVESTIMENTO; ;22;102;52;176;10572319;286354;10523154;
76;2021;3º;Demais bancos e financeiras;Conglomerado; ;MODAL (conglomerado); ;21;31;8;60;1304283;1304119;33167;
77;2021;3º;Demais bancos e financeiras;Banco/financeira;04379829;NEGRESCO S.A. - CREDITO, FINANCIAMENTO E INVESTIMENTOS; ;0;1;0;1;434448;677;433771;
78;2021;3º;Demais bancos e financeiras;Banco/financeira;74828799;NOVO BANCO CONTINENTAL S.A. - BANCO MÚLTIPLO; ;5;29;0;34;99651;3135;96953;
79;2021;3º;Top 10 - Bancos e Financeiras;Conglomerado; ;NUBANK (conglomerado);0,13;3;18;17;38;22267718;20581767;3601628;
80;2021;3º;Demais bancos e financeiras;Conglomerado; ;OMNI (conglomerado); ;17;60;67;144;5281196;165744;5129818;
