ano,trimestre,categoria,tipo,cnpj_if,instituicao_financeira,indice,quantidade_de_reclamacoes_reguladas_procedentes,quantidade_de_reclamacoes_reguladas_outras,quantidade_de_reclamacoes_nao_reguladas,quantidade_total_de_reclamacoes,quantidade_total_de_clientes_ccs_e_scr,quantidade_de_clientes_ccs,quantidade_de_clientes_scr
2021,3º,top 10 - bancos e financeiras,conglomerado, ,bb (conglomerado),16.79,1180,2361,2288,5829,70259170,65432728,31696455
2021,3º,demais bancos e financeiras,banco/financeira,45283173,bbva brasil banco de investimento s.a.,,0,0,1,1,0,0,0
2021,3º,demais bancos e financeiras,banco/financeira,11285104,"biorc financeira - crédito, financiamento e investimento s.a.",,0,0,1,1,18321,251,18070
2021,3º,demais bancos e financeiras,conglomerado, ,bmg (conglomerado),106.63,868,1268,262,2398,8140173,4751592,5008921
2021,3º,demais bancos e financeiras,conglomerado, ,bmw (conglomerado),,0,0,1,1,28019,25950,21412
2021,3º,demais bancos e financeiras,conglomerado, ,bnp paribas (conglomerado),125.22,286,493,117,896,2283925,11993,2272412
2021,3º,demais bancos e financeiras,conglomerado, ,bofa merrill lynch (conglomerado),,0,1,1,2,4782,4777,107
2021,3º,top 10 - bancos e financeiras,conglomerado, ,bradesco (conglomerado),36.03,3613,4188,2892,10693,100264792,91440415,43363537
2021,3º,demais bancos e financeiras,conglomerado, ,brb (conglomerado),50.95,148,197,351,696,2904792,2790333,1380307
2021,3º,demais bancos e financeiras,banco/financeira,12865507,"brk s.a. crédito, financiamento e investimento",,0,0,1,1,6482,715,5970
2021,3º,top 10 - bancos e financeiras,conglomerado, ,btg pactual/banco pan (conglomerado),65.83,1004,1372,685,3061,15250442,9574292,7935699
2021,3º,top 10 - bancos e financeiras,conglomerado, ,c6 bank (conglomerado),149.45,1651,1425,749,3825,11046743,9885015,3341379
2021,3º,top 10 - bancos e financeiras,conglomerado, ,caixa econômica federal (conglomerado),22.36,3264,4303,4305,11872,145914729,144407266,23490184
2021,3º,demais bancos e financeiras,banco/financeira,09313766,"caruana s.a. - sociedade de crédito, financiamento e investimento",,2,2,3,7,76719,70930,16272
2021,3º,demais bancos e financeiras,conglomerado, ,ccb (conglomerado),,24,122,14,160,205490,3702,202355
2021,3º,demais bancos e financeiras,conglomerado, ,citibank (conglomerado),,1,5,6,12,18294,17394,1809
2021,3º,demais bancos e financeiras,conglomerado, ,colombo (conglomerado),,2,4,0,6,345089,30,345072
2021,3º,demais bancos e financeiras,conglomerado, ,crefisa (conglomerado),24.02,64,133,57,254,2663580,1577219,1594966
2021,3º,demais bancos e financeiras,conglomerado, ,daycoval (conglomerado),255.32,332,552,63,947,1300297,160302,1173219
2021,3º,demais bancos e financeiras,banco/financeira,15581638,facta financeira s.a. - crédito financiamento e investimento,458.43,131,272,25,428,285752,681,285077
2021,3º,demais bancos e financeiras,conglomerado, ,fator (conglomerado),,0,0,1,1,13744,13740,19
2021,3º,demais bancos e financeiras,banco/financeira,36583700,"fc financeira s.a. - crédito, financiamento e investimento",,1,1,0,2,11153,0,11153
2021,3º,demais bancos e financeiras,banco/financeira,00411939,"finamax s.a. - credito, financiamento e investimento",,0,1,4,5,85526,1653,83930
2021,3º,demais bancos e financeiras,conglomerado, ,genial (conglomerado),,10,3,1,14,208540,208535,44
2021,3º,demais bancos e financeiras,conglomerado, ,gm (conglomerado),,1,10,9,20,274480,483,274083
2021,3º,demais bancos e financeiras,conglomerado, ,grupo bonsucesso - bs2 (conglomerado),95.86,86,136,55,277,897134,892175,16308
2021,3º,demais bancos e financeiras,conglomerado, ,grupo zema (conglomerado),,1,4,4,9,461496,577,460937
2021,3º,demais bancos e financeiras,conglomerado, ,herval - hs (conglomerado),,10,1,3,14,219957,22813,202041
2021,3º,demais bancos e financeiras,conglomerado, ,honda (conglomerado),,5,7,7,19,428225,106,428199
2021,3º,demais bancos e financeiras,banco/financeira,17453575,icbc do brasil banco múltiplo s.a.,,0,1,0,1,187,175,24
2021,3º,demais bancos e financeiras,conglomerado, ,industrial do brasil (conglomerado),,10,18,4,32,63911,4519,60187
2021,3º,top 10 - bancos e financeiras,conglomerado, ,inter (conglomerado),55.99,746,732,298,1776,13323223,13217210,1954815
2021,3º,top 10 - bancos e financeiras,conglomerado, ,itau (conglomerado),15.05,1318,3194,2338,6850,87568455,68959837,50906457
2021,3º,demais bancos e financeiras,banco/financeira,04230630,"jbcred s.a. sociedade de credito, financiamento e investimento",,0,6,1,7,52001,0,52001
2021,3º,demais bancos e financeiras,banco/financeira,11271860,"lebes financeira s.a. - crédito, financiamento e investimento",,1,2,0,3,249991,4,249987
2021,3º,demais bancos e financeiras,conglomerado, ,lecca (conglomerado),,3,4,2,9,27668,330,27340
2021,3º,demais bancos e financeiras,banco/financeira,07747410,m pagamentos s.a. - crédito financiamento e investimento,,3,6,5,14,626141,0,626141
2021,3º,demais bancos e financeiras,conglomerado, ,master (conglomerado),2055.01,223,77,17,317,108515,5657,103039
2021,3º,demais bancos e financeiras,conglomerado, ,mercado crédito (conglomerado),,0,0,1,1,47984,0,47984
2021,3º,demais bancos e financeiras,conglomerado, ,mercantil do brasil (conglomerado),122.14,467,228,106,801,3823232,3235072,1856560
2021,3º,demais bancos e financeiras,conglomerado, ,mercedes-benz (conglomerado),,0,1,1,2,20203,341,19944
2021,3º,demais bancos e financeiras,banco/financeira,09464032,"midway s.a. - crédito, financiamento e investimento",,22,102,52,176,10572319,286354,10523154
2021,3º,demais bancos e financeiras,conglomerado, ,modal (conglomerado),,21,31,8,60,1304283,1304119,33167
2021,3º,demais bancos e financeiras,banco/financeira,04379829,"negresco s.a. - credito, financiamento e investimentos",,0,1,0,1,434448,677,433771
2021,3º,demais bancos e financeiras,banco/financeira,74828799,novo banco continental s.a. - banco múltiplo,,5,29,0,34,99651,3135,96953
2021,3º,top 10 - bancos e financeiras,conglomerado, ,nubank (conglomerado),0.13,3,18,17,38,22267718,20581767,3601628
2021,3º,demais bancos e financeiras,conglomerado, ,omni (conglomerado),,17,60,67,144,5281196,165744,5129818
2021,3º,demais bancos e financeiras,conglomerado, ,original (conglomerado),47.03,265,369,212,846,5634279,4365122,2051035
2021,3º,demais bancos e financeiras,conglomerado, ,pagbank-pagseguro (conglomerado),,5,4,2,11,3342281,3335727,7063
2021,3º,demais bancos e financeiras,conglomerado, ,paraná banco (conglomerado),193.45,94,412,20,526,485895,10034,476123
2021,3º,demais bancos e financeiras,banco/financeira,03311443,"parati - credito, financiamento e investimento s.a.",14015.05,54,21,1,76,3853,0,3853
2021,3º,demais bancos e financeiras,banco/financeira,43180355,"pefisa s.a. - crédito, financiamento e investimento",12.79,87,59,22,168,6798337,6588214,2507474
2021,3º,demais bancos e financeiras,conglomerado, ,pine (conglomerado),,3,3,0,6,12869,10925,2618
2021,3º,demais bancos e financeiras,conglomerado, ,porto seguro (conglomerado),18.21,55,69,62,186,3019992,0,3019992
2021,3º,demais bancos e financeiras,banco/financeira,01800019,"portocred s.a. - credito, financiamento e investimento",,19,32,17,68,225158,1,225157
2021,3º,demais bancos e financeiras,banco/financeira,27351731,"realize crédito, financiamento e investimento s.a.",,10,39,21,70,4873514,51,4873489
2021,3º,demais bancos e financeiras,conglomerado, ,rendimento (conglomerado),,1,10,1,12,26068,22168,6473
2021,3º,demais bancos e financeiras,conglomerado, ,rodobens (conglomerado),,1,1,1,3,14845,1609,13625
2021,3º,demais bancos e financeiras,conglomerado, ,safra (conglomerado),103.36,442,932,408,1782,4276210,1938760,2638051
2021,3º,demais bancos e financeiras,banco/financeira,05503849,"santana s.a. - crédito, financiamento e investimento",,0,1,0,1,29858,1259,28602
2021,3º,top 10 - bancos e financeiras,conglomerado, ,santander (conglomerado),29.19,1558,3646,2031,7235,53358153,45593473,25859687
2021,3º,demais bancos e financeiras,banco/financeira,00122327,"santinvest s.a. - credito, financiamento e investimentos",,1,4,0,5,14007,592,13415
2021,3º,demais bancos e financeiras,conglomerado, ,sicredi (conglomerado),,0,0,2,2,6101332,6080485,187051
2021,3º,demais bancos e financeiras,conglomerado, ,simpala (conglomerado),,1,0,1,2,2883,25,2858
2021,3º,demais bancos e financeiras,conglomerado, ,societe generale (conglomerado),,0,1,0,1,534,418,159
2021,3º,demais bancos e financeiras,banco/financeira,03881423,"socinal s.a. - crédito, financiamento e investimento",,1,3,7,11,2088,460,1628
2021,3º,demais bancos e financeiras,conglomerado, ,sofisa (conglomerado),90.68,37,21,19,77,407986,398001,17484
2021,3º,demais bancos e financeiras,conglomerado, ,sorocred (conglomerado),,14,28,10,52,248801,1076,247735
2021,3º,demais bancos e financeiras,banco/financeira,41498340,"tentos s.a. crédito, financiamento e investimento",,1,0,0,1,129,0,129
2021,3º,demais bancos e financeiras,banco/financeira,09473806,"todescredi s/a - crédito, financiamento e investimento",,0,0,1,1,37627,11,37616
2021,3º,demais bancos e financeiras,banco/financeira,05192316,"via certa financiadora s.a. - crédito, financiamento e investimentos",,2,3,1,6,405846,1385,404867
2021,3º,demais bancos e financeiras,conglomerado, ,voiter (conglomerado),,1,2,2,5,5059,4490,841
2021,3º,demais bancos e financeiras,conglomerado, ,volkswagen (conglomerado),,21,29,44,94,358084,945,357307
2021,3º,demais bancos e financeiras,conglomerado, ,volvo (conglomerado),,0,1,0,1,7212,49,7204
2021,3º,top 10 - bancos e financeiras,conglomerado, ,votorantim (conglomerado),13.9,256,193,225,674,18414652,15132752,5084002
2021,3º,demais bancos e financeiras,conglomerado, ,western union (conglomerado),,2,2,0,4,1,1,0
2021,3º,demais bancos e financeiras,banco/financeira,23862762,"will financeira s.a. crédito, financiamento e investimento",18.99,35,43,33,111,1842985,1842425,391779
2021,3º,demais bancos e financeiras,conglomerado, ,xp (conglomerado),138.8,42,6,10,58,302591,302459,231155
2021,3º,demais bancos e financeiras,conglomerado, ,yamaha motor (conglomerado),,2,2,11,15,210964,88,210884
